claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
21413,56,M,1.0,83,40254,1,1,Own,20152,11/29/2015,Sunday,Highway,0,1.0,22,Broker,1,2596.111436,5.0,Compact,38396.42448,red,19054.917680000002
21414,46,M,1.0,55,38286,1,0,Rent,20117,7/7/2015,Tuesday,Local,0,0.0,9,Broker,1,5463.8704179999995,6.0,Medium,33748.46293,black,12026.4819
21415,69,M,1.0,78,42348,1,0,Rent,80027,3/24/2016,Thursday,Highway,0,1.0,97,Broker,1,8935.438065,5.0,Medium,31915.001060000002,white,9421.732456
21416,39,F,1.0,94,36635,0,0,Rent,15044,12/18/2016,Sunday,Parking Lot,0,1.0,95,Broker,1,7076.587556,5.0,Compact,15623.99213,silver,36589.04155
21418,53,M,1.0,67,39692,0,1,Own,50057,1/29/2015,Thursday,Local,0,1.0,44,Broker,0,6752.853806,8.0,Compact,23115.139,gray,20724.08223
21419,41,F,1.0,88,37139,1,1,Rent,15022,5/17/2016,Tuesday,Highway,0,1.0,93,Broker,0,2509.147052,4.0,Large,37501.61276,black,21954.750490000002
21421,42,F,1.0,85,37374,0,0,Own,85062,5/14/2015,Thursday,Local,0,0.0,88,Broker,0,5787.216004999999,2.0,Compact,32005.279560000003,other,21816.72453
21422,52,M,1.0,93,39505,0,0,Own,85012,12/23/2015,Wednesday,Parking Lot,0,0.0,80,Online,1,5894.679462,5.0,Medium,25099.83139,blue,28840.08559
21426,49,M,1.0,86,38952,1,1,Rent,50055,11/22/2015,Sunday,Local,1,,50,Broker,1,7806.058188,11.0,Compact,17709.39817,red,30389.075839999998
21427,35,M,1.0,89,35546,1,1,Own,15001,5/27/2016,Friday,Local,0,1.0,98,Phone,0,6547.647214,1.0,Medium,22567.30031,red,41670.65215
21429,44,F,1.0,70,37839,0,0,Rent,20153,7/28/2016,Thursday,Highway,0,0.0,67,Broker,0,8316.207462999999,4.0,Large,9158.330025,gray,16383.4239
21432,53,M,0.0,82,39697,1,1,Own,85036,3/5/2016,Saturday,Highway,0,1.0,51,Phone,1,7231.932548000001,3.0,Compact,8327.303873,gray,31888.4984
21435,40,F,1.0,96,36909,0,1,Own,85034,4/25/2015,Saturday,Local,1,0.0,30,Broker,0,10615.22706,2.0,Large,14011.17446,red,19282.24537
21436,35,F,1.0,88,35561,1,0,Own,20106,11/25/2015,Wednesday,Highway,0,0.0,98,Broker,1,5372.166773,6.0,Large,14670.96045,black,15500.622630000002
21439,39,M,1.0,87,36633,0,1,Rent,85023,2/2/2015,Monday,Local,0,1.0,1,Broker,1,6816.9742129999995,5.0,Large,18774.571,black,21975.35451
21440,40,F,1.0,68,36885,1,1,Rent,80105,2/29/2016,Monday,Parking Lot,0,1.0,1,Broker,1,3357.8385840000005,8.0,Compact,25224.909069999998,red,18141.291559999998
21445,46,F,1.0,55,38297,1,0,Rent,50025,11/21/2015,Saturday,Highway,0,1.0,65,Broker,1,7845.021164,6.0,Medium,12161.4887,black,53196.13933
21447,49,M,1.0,72,38911,1,1,Own,50001,5/18/2015,Monday,Parking Lot,1,0.0,11,Broker,0,8590.741025,4.0,Medium,26405.15375,silver,19557.69846
21452,67,F,1.0,61,42046,0,0,Rent,20103,10/24/2015,Saturday,Parking Lot,1,0.0,1,Broker,1,4027.238961,5.0,Compact,15992.98425,black,24754.22463
21454,48,F,1.0,90,38719,1,1,Own,50025,9/11/2015,Friday,Local,0,0.0,5,Broker,1,3318.318439,7.0,Medium,24759.70246,blue,30968.612269999998
21456,41,M,1.0,82,37127,1,1,Own,20148,3/22/2015,Sunday,Highway,2,0.0,98,Broker,1,6994.584618000001,5.0,Medium,21186.73622,blue,12188.497440000001
21457,56,M,1.0,89,40266,1,0,Own,80042,5/7/2015,Thursday,Parking Lot,0,0.0,77,Phone,1,3966.560036,3.0,Compact,28453.54612,black,22531.80585
21459,47,M,1.0,88,38500,1,1,Own,15001,9/13/2016,Tuesday,Parking Lot,0,1.0,97,Broker,1,4300.693389999999,11.0,Compact,18698.42269,red,26317.95524
21461,43,F,1.0,75,37621,0,1,Rent,15024,12/12/2015,Saturday,Local,0,0.0,30,Broker,0,6534.298091,6.0,Compact,23054.918859999998,gray,41997.79739
21465,34,M,1.0,55,35259,1,0,Rent,80016,8/29/2016,Monday,Parking Lot,0,0.0,71,Phone,0,4814.729394,3.0,Large,32258.3967,silver,18134.044719999998
21467,61,M,0.0,83,41122,0,0,Rent,15060,2/29/2016,Monday,Highway,0,0.0,4,Broker,0,4494.719014,6.0,Large,61085.64906,white,42537.818889999995
21468,51,F,1.0,61,39330,0,1,Rent,15028,6/8/2016,Wednesday,Parking Lot,0,1.0,92,Broker,0,10371.97493,3.0,Large,8603.082126000001,blue,11711.84961
21471,44,M,1.0,79,37836,1,0,Own,50055,5/18/2016,Wednesday,Local,0,0.0,7,Phone,1,2702.2769359999998,7.0,Medium,26372.81801,black,10749.905509999999
21473,68,F,1.0,75,42192,1,0,Own,85024,1/10/2016,Sunday,Local,2,0.0,77,Phone,0,2468.839753,4.0,Large,8279.090207,white,39415.451089999995
21477,47,F,1.0,85,38510,1,0,Rent,15004,4/1/2016,Friday,Local,0,0.0,1,Phone,0,4826.798192,7.0,Medium,34793.44728,white,50360.48028
21480,36,M,0.0,93,35835,0,0,Own,15001,1/18/2015,Sunday,Local,0,0.0,12,Phone,1,6198.263648,4.0,Large,21192.76605,blue,20156.44717
21481,34,M,1.0,69,35274,0,0,Rent,50037,1/3/2016,Sunday,Parking Lot,3,0.0,0,Broker,1,6451.337871,9.0,Medium,25390.92414,red,10679.77342
21488,40,M,1.0,82,36887,0,0,Own,80023,5/16/2015,Saturday,Highway,1,0.0,11,Broker,1,1640.8893460000002,6.0,Medium,27822.02735,blue,36811.46265
21490,32,F,0.0,39,34657,0,0,Own,50052,1/28/2015,Wednesday,Parking Lot,0,1.0,98,Online,1,4341.063036,4.0,Compact,62011.2193,red,19927.5665
21491,37,M,1.0,80,36114,1,0,Own,80017,1/29/2016,Friday,Local,0,0.0,58,Phone,0,5070.6722,8.0,Compact,24815.43005,blue,24711.53248
21492,58,F,1.0,91,40603,0,1,Own,20102,11/22/2015,Sunday,Parking Lot,2,0.0,24,Broker,1,3583.16984,5.0,Large,12958.09728,white,21618.75437
21493,32,M,1.0,90,34659,1,0,Rent,20135,5/27/2015,Wednesday,Parking Lot,0,0.0,23,Broker,1,3989.1666630000004,3.0,Compact,16980.4692,gray,7676.29097
21496,59,F,0.0,42,40768,0,0,Own,85024,8/23/2016,Tuesday,Parking Lot,1,1.0,68,Phone,1,4790.443005,7.0,Compact,16377.2664,blue,20797.60698
21501,55,M,1.0,90,40093,1,0,Own,15038,1/2/2016,Saturday,Parking Lot,0,0.0,79,Phone,0,3643.8852119999997,4.0,Compact,14777.03659,red,21184.1452
21502,58,F,1.0,90,40609,1,0,Own,50011,7/10/2016,Sunday,Parking Lot,1,1.0,18,Phone,1,4055.2136229999996,4.0,Large,5985.45159,other,14458.59314
21504,43,M,1.0,67,37617,1,0,Own,80015,5/9/2016,Monday,Parking Lot,0,0.0,11,Broker,0,4369.925281,4.0,Large,15900.99145,silver,17902.63459
21505,58,M,0.0,90,40618,1,1,Rent,80033,6/30/2016,Thursday,Highway,2,0.0,50,Broker,0,3254.9081929999998,6.0,Medium,47261.94197,red,41406.814210000004
21506,45,F,1.0,73,38074,1,1,Own,20118,4/8/2016,Friday,Local,0,0.0,41,Broker,0,7060.45367,5.0,Large,6535.963614,white,23165.39468
21509,26,F,1.0,66,32588,1,0,Rent,50025,5/14/2016,Saturday,Parking Lot,0,1.0,100,Online,1,1284.862537,8.0,Medium,8085.8959620000005,silver,24570.20904
21511,43,F,0.0,76,37601,1,0,Rent,85070,8/27/2016,Saturday,Parking Lot,2,0.0,85,Broker,1,7741.716817,9.0,Compact,28311.671639999997,white,47269.27355
21512,55,F,1.0,73,40072,0,1,Rent,50035,3/22/2016,Tuesday,Parking Lot,1,0.0,41,Phone,1,7619.298666,5.0,Large,15452.98089,white,55580.04696
21513,35,F,0.0,85,35560,1,0,Own,20152,4/12/2015,Sunday,Local,0,0.0,2,Broker,1,3180.510671,11.0,Compact,20395.60683,blue,29691.94368
21514,45,M,1.0,84,38063,1,0,Rent,80012,5/22/2015,Friday,Local,1,0.0,8,Online,1,6049.431826,4.0,Compact,19326.32013,white,15589.436569999998
21516,30,M,0.0,97,34006,0,1,Own,50052,12/20/2015,Sunday,Local,0,1.0,77,Phone,0,2555.671008,5.0,Medium,36378.69289,red,16766.32834
21521,26,F,1.0,87,32583,1,1,Own,80022,2/1/2015,Sunday,Local,1,0.0,84,Phone,1,5900.330068,3.0,Medium,33272.18928,black,18098.6879
21525,48,F,1.0,66,38721,1,0,Rent,80018,1/23/2016,Saturday,Parking Lot,2,0.0,94,Broker,1,3095.617678,6.0,Medium,18249.514030000002,blue,15185.593519999999
21526,51,F,0.0,67,39326,0,1,Rent,80015,4/19/2015,Sunday,Highway,0,0.0,97,Online,0,4370.0321539999995,3.0,Compact,37474.046180000005,blue,36122.87318
21527,29,F,1.0,98,33690,1,0,Own,20136,9/20/2015,Sunday,Local,1,0.0,10,Online,1,2540.361801,4.0,Large,23571.21795,white,8723.018856
21530,60,M,1.0,79,40927,1,0,Own,20153,6/30/2016,Thursday,Local,1,0.0,97,Broker,1,6413.547564,6.0,Large,19598.524980000002,other,27646.046389999996
21536,47,F,1.0,86,38483,1,0,Rent,50043,2/8/2016,Monday,Local,0,1.0,94,Phone,1,3021.207695,3.0,Compact,16728.97783,other,27403.2742
21538,59,M,1.0,71,40777,0,1,Rent,20104,9/4/2015,Friday,Local,1,0.0,86,Phone,1,4284.562315,5.0,Medium,25941.075930000003,red,17263.14916
21541,48,M,1.0,83,38713,1,1,Rent,50013,10/1/2015,Thursday,Local,3,0.0,96,Phone,1,4817.777998,7.0,Large,25784.944190000002,red,7142.894095000001
21544,38,M,0.0,90,36360,1,0,Own,20165,10/15/2016,Saturday,Local,0,1.0,14,Broker,0,2688.608052,8.0,Medium,29345.56823,other,20168.333619999998
21545,54,M,1.0,95,39896,1,1,Own,20149,9/16/2016,Friday,Local,0,1.0,4,Phone,1,1916.4243809999998,7.0,Large,14380.609580000002,silver,15998.460509999999
21547,28,M,1.0,47,33328,1,0,Rent,80001,11/20/2016,Sunday,Local,0,1.0,86,Online,1,1362.7529240000001,6.0,Medium,33424.0314,other,16183.281340000001
21549,52,F,0.0,94,39516,1,0,Own,50001,11/26/2016,Saturday,Local,0,0.0,100,Broker,1,7066.404025,8.0,Compact,42826.89707,black,14494.065830000001
21550,61,M,1.0,89,41114,1,1,Own,20165,11/5/2015,Thursday,Local,0,0.0,1,Broker,0,3843.0411329999997,7.0,Large,16845.19482,red,26125.6972
21552,36,F,0.0,77,35854,1,1,Rent,85010,11/13/2016,Sunday,Highway,0,0.0,27,Phone,0,2181.904366,6.0,Large,35556.61036,white,20817.72585
21554,53,M,1.0,87,39710,1,1,Own,20129,4/13/2016,Wednesday,Local,0,0.0,14,Phone,1,2446.711922,6.0,Compact,5970.162943,silver,46517.76295
21556,20,F,0.0,77,29964,1,0,Rent,20151,1/4/2015,Sunday,Parking Lot,0,0.0,10,Online,0,1516.8553060000002,4.0,Large,16108.69227,gray,33030.75946
21561,39,F,0.0,71,36638,1,1,Own,15054,11/27/2016,Sunday,Parking Lot,0,0.0,98,Broker,1,2849.220386,5.0,Compact,50169.60377,silver,33086.69976
21567,31,F,0.0,66,34330,1,1,Rent,20102,3/8/2015,Sunday,Local,2,0.0,51,Broker,1,4660.412377000001,5.0,Compact,48942.0656,blue,23773.62943
21568,61,M,1.0,71,41120,1,1,Rent,50038,5/3/2015,Sunday,Local,0,0.0,15,Broker,0,6370.213754,5.0,Medium,18500.51396,other,26756.79521
21569,26,F,1.0,77,32594,0,0,Rent,15015,7/11/2015,Saturday,Local,0,0.0,95,Online,0,2625.777312,3.0,Large,24451.502,other,24692.24763
21570,38,M,1.0,86,36356,0,1,Rent,50054,1/18/2016,Monday,Local,6,0.0,50,Broker,1,4731.845145,8.0,Large,8451.762536,blue,6609.395598
21573,30,F,0.0,55,33998,0,0,Own,0,8/21/2016,Sunday,Local,0,0.0,50,Broker,1,7165.095106999999,5.0,Large,19148.94027,blue,5743.267973
21577,54,F,0.0,81,39896,1,1,Own,20101,5/18/2015,Monday,Parking Lot,0,0.0,98,Broker,1,4202.740392000001,6.0,Large,20080.61516,gray,22089.04185
21580,39,F,1.0,70,36640,0,0,Rent,85071,12/8/2015,Tuesday,Local,1,1.0,100,Broker,1,3584.528877,4.0,Large,16421.31923,red,27620.489960000003
21594,52,F,1.0,77,39496,1,0,Rent,80033,3/3/2015,Tuesday,Parking Lot,0,0.0,96,Broker,1,7145.0950379999995,2.0,Medium,14456.224230000002,silver,19318.60889
21600,51,M,0.0,85,39318,1,0,Own,50011,1/24/2016,Sunday,Local,0,0.0,97,Broker,1,4717.484632,7.0,Compact,16882.91117,gray,42213.98056
21604,48,M,1.0,80,38712,0,1,Own,85025,5/28/2015,Thursday,Local,0,0.0,51,Broker,0,9027.994077,3.0,Compact,11175.0706,gray,17070.50075
21606,55,M,1.0,81,40074,1,0,Rent,15012,8/8/2016,Monday,Parking Lot,0,0.0,9,Phone,1,2898.9643149999997,9.0,Compact,21945.60869,other,6102.140869
21609,30,F,1.0,76,34014,1,1,Own,85053,9/12/2015,Saturday,Parking Lot,0,0.0,55,Broker,0,3069.4284829999997,4.0,Compact,17979.34017,other,12606.50478
21610,54,F,1.0,98,39885,1,0,Own,85029,9/25/2015,Friday,Highway,0,0.0,98,Broker,1,7631.527088,6.0,Medium,16503.44515,red,23826.006840000002
21611,35,F,1.0,63,35565,1,0,Own,15028,5/30/2015,Saturday,Local,1,0.0,33,Broker,1,2813.707453,1.0,Medium,17352.06736,gray,14078.580919999999
21613,36,M,0.0,61,35839,1,1,Own,15035,4/4/2015,Saturday,Local,0,1.0,30,Phone,0,2874.300973,5.0,Large,13772.11564,other,6615.706136
21614,46,M,1.0,86,38298,1,1,Own,80015,1/1/2016,Friday,Parking Lot,0,0.0,0,Broker,0,4715.176743999999,3.0,Medium,15165.869009999999,white,31917.19152
21617,71,M,1.0,68,42626,1,1,Rent,80011,2/4/2016,Thursday,Parking Lot,0,0.0,50,Phone,0,4427.44211,7.0,Medium,30869.1665,blue,38422.131010000005
21619,35,F,1.0,78,35553,1,1,Own,20148,2/24/2015,Tuesday,Local,0,1.0,0,Broker,1,7260.095319,2.0,Medium,24762.78531,white,12104.22248
21620,39,M,1.0,91,36645,1,1,Own,15001,9/29/2016,Thursday,Highway,0,1.0,56,Phone,1,2743.914814,6.0,Medium,27324.75192,red,15760.74527
21622,34,M,1.0,87,35263,0,1,Own,20130,6/6/2016,Monday,Local,0,1.0,78,Phone,1,7736.268583,7.0,Large,16641.17433,red,43100.08371
21626,50,M,0.0,66,39113,0,0,Rent,20156,1/30/2016,Saturday,Parking Lot,1,0.0,57,Phone,1,4735.195514999999,9.0,Compact,23098.68085,white,25078.0546
21627,31,F,1.0,29,34336,1,1,Own,15035,8/17/2016,Wednesday,Highway,0,1.0,90,Phone,1,4745.855382,6.0,Large,11650.5799,white,40398.51435
21628,43,F,0.0,90,37623,1,0,Own,15047,11/7/2016,Monday,Local,5,0.0,47,Broker,1,2928.980967,5.0,Large,54762.4623,silver,31646.19674
21629,46,M,1.0,68,38288,1,0,Rent,80002,2/5/2016,Friday,Local,3,0.0,0,Online,1,5305.966451,6.0,Large,17447.9642,gray,50846.52616
21630,45,F,1.0,58,38075,1,1,Own,50009,5/27/2015,Wednesday,Highway,0,0.0,98,Phone,1,9592.581826,9.0,Compact,26972.527639999997,blue,26408.03083
21637,59,M,1.0,84,40755,1,1,Own,15024,7/9/2016,Saturday,Local,1,1.0,66,Broker,0,6185.052062,3.0,Medium,20575.77251,white,27303.22286
21638,66,F,1.0,92,41890,0,1,Own,15012,6/14/2016,Tuesday,Local,0,1.0,38,Broker,1,4366.644966,2.0,Compact,13688.46256,silver,17426.10566
21640,44,M,1.0,82,37849,1,0,Own,20113,11/5/2016,Saturday,Highway,0,0.0,35,Broker,1,7041.7108849999995,5.0,Large,36081.81108,white,46999.24951
21642,60,F,1.0,72,40956,0,0,Rent,80021,5/26/2015,Tuesday,Local,1,0.0,98,Phone,0,6608.595459,4.0,Large,23868.94015,white,20486.94381
21644,62,M,1.0,40,41284,0,1,Rent,50039,7/24/2016,Sunday,Highway,0,,6,Broker,0,2393.849099,7.0,Large,14298.199069999999,other,44120.16035
21653,39,F,0.0,66,36629,0,1,Own,20117,9/13/2016,Tuesday,Local,0,0.0,70,Broker,1,3918.198779,9.0,Large,34799.629960000006,blue,4933.901725
21654,64,F,1.0,63,41580,1,1,Own,20116,2/19/2016,Friday,Local,0,0.0,1,Online,1,2781.487188,2.0,Compact,63607.33886,black,29121.648989999998
21655,20,M,1.0,96,29951,0,1,Rent,50058,4/28/2016,Thursday,Highway,0,1.0,89,Phone,0,3664.717278,4.0,Large,15803.201830000002,black,27460.7669
21661,47,F,1.0,86,38506,1,0,Own,15019,10/4/2015,Sunday,Local,0,0.0,44,Phone,1,4365.368175,3.0,Compact,14428.348680000001,red,22841.29651
21667,41,F,0.0,98,37132,0,1,Rent,15012,12/29/2015,Tuesday,Parking Lot,2,0.0,79,Broker,1,5427.516138,5.0,Large,26245.109480000003,silver,21110.897259999998
21668,33,F,1.0,62,34962,1,1,Rent,15012,3/11/2015,Wednesday,Parking Lot,1,0.0,12,Broker,1,8890.564145,7.0,Compact,27011.312469999997,gray,29397.37411
21671,30,M,1.0,68,34014,1,1,Own,80022,2/7/2016,Sunday,Local,0,1.0,59,Broker,1,2897.454097,6.0,Large,15710.20762,blue,27965.051910000002
21672,59,M,0.0,83,40778,1,0,Own,80108,5/9/2016,Monday,Local,0,0.0,15,Broker,1,3490.754321,7.0,Medium,25674.79778,black,22009.78414
21677,50,M,1.0,42,39127,1,0,Own,50056,7/8/2015,Wednesday,Highway,0,0.0,7,Broker,0,7766.517009,7.0,Large,18447.4534,gray,19520.09234
21678,42,M,1.0,92,37363,1,0,Rent,50054,11/10/2015,Tuesday,Local,0,0.0,18,Broker,1,8853.541326999999,4.0,Compact,7670.773423999999,black,19907.14205
21679,68,M,1.0,44,42186,1,1,Own,50031,2/10/2016,Wednesday,Local,0,0.0,80,Online,0,2458.741155,10.0,Medium,13937.4714,white,19489.49394
21682,36,M,1.0,87,35849,1,1,Own,15024,2/22/2016,Monday,Highway,0,0.0,50,Phone,0,3472.2677380000005,7.0,Compact,26932.33097,other,27729.33593
21683,53,M,1.0,94,39699,0,1,Own,20153,2/27/2016,Saturday,Local,0,0.0,51,Broker,1,2894.761095,9.0,Large,15794.448919999999,blue,25809.05626
21686,51,M,1.0,84,39305,1,1,Own,85017,7/9/2015,Thursday,Parking Lot,0,0.0,25,Phone,0,6031.451108,4.0,Compact,33542.28931,other,10998.889940000001
21687,39,M,1.0,85,36637,1,0,Own,80011,10/8/2015,Thursday,Local,0,1.0,46,Broker,0,3774.1957549999997,7.0,Compact,19283.18273,other,7491.381631
21699,36,F,0.0,62,35840,0,0,Rent,20158,1/12/2016,Tuesday,Highway,0,0.0,85,Broker,0,4724.67777,6.0,Compact,18536.90171,silver,9547.30921
21701,61,M,1.0,36,41111,0,0,Rent,85075,4/14/2016,Thursday,Local,0,0.0,2,Phone,0,2784.06676,5.0,Compact,11951.33155,silver,17703.82682
21702,44,M,0.0,84,37841,1,1,Rent,20116,6/23/2016,Thursday,Parking Lot,0,1.0,71,Broker,0,3216.151166,5.0,Large,24971.32206,silver,45057.40021
21704,28,F,1.0,79,33312,0,1,Rent,85064,12/18/2016,Sunday,Local,0,0.0,55,Online,1,5081.864284,6.0,Medium,9972.764102,gray,10877.00791
21707,68,F,1.0,80,42187,1,1,Own,50007,10/19/2015,Monday,Local,1,0.0,27,Broker,0,4092.094079,4.0,Compact,50597.80599,blue,9606.989734
21709,60,M,0.0,80,40937,0,1,Own,50001,8/10/2015,Monday,Local,0,0.0,59,Broker,1,1379.416229,7.0,Medium,32513.095189999996,blue,24518.510619999997
21710,47,F,1.0,54,38499,1,0,Own,80021,3/25/2015,Wednesday,Local,0,0.0,34,Broker,1,5826.675328,4.0,Compact,52308.54429,blue,19767.21617
21715,26,F,1.0,63,32575,1,1,Rent,15001,12/24/2015,Thursday,Local,2,0.0,32,Online,1,2689.61855,6.0,Compact,31717.382230000003,other,9818.411692
21718,34,M,1.0,72,35249,0,0,Rent,50050,6/4/2015,Thursday,Local,0,0.0,100,Phone,1,3625.364567,6.0,Compact,32830.85177,black,33838.68716
21722,28,F,0.0,80,33330,1,1,Rent,80015,1/9/2016,Saturday,Local,0,0.0,40,Online,0,4546.326302,8.0,Compact,51241.80112,blue,14701.95956
21723,43,F,1.0,45,37612,0,0,Rent,15052,5/3/2016,Tuesday,Local,0,0.0,92,Broker,0,4227.769881,9.0,Compact,25172.90264,black,27300.19549
21725,30,M,1.0,89,34009,1,1,Rent,15035,12/24/2015,Thursday,Highway,0,1.0,91,Phone,0,8931.875469,1.0,Medium,13879.589269999999,other,21620.79697
21726,49,M,1.0,90,38921,0,1,Rent,85022,2/14/2016,Sunday,Highway,2,1.0,3,Broker,1,5025.019082,6.0,Compact,26414.78749,red,18848.5649
21727,41,M,1.0,41,37130,1,0,Own,20143,1/27/2016,Wednesday,Local,0,0.0,75,Phone,0,6850.216569,5.0,Medium,12930.928329999999,red,12593.03566
21728,44,M,1.0,91,37846,1,0,Own,20104,9/15/2016,Thursday,Local,0,0.0,0,Online,1,5897.356176,2.0,Compact,9660.936137,other,15461.301809999999
21730,53,M,1.0,94,39706,0,1,Rent,80033,6/1/2016,Wednesday,Parking Lot,1,0.0,99,Broker,1,2299.9344579999997,4.0,Medium,27517.43019,gray,20333.72044
21731,21,F,1.0,77,30450,0,0,Rent,50044,3/22/2016,Tuesday,Local,0,1.0,50,Online,0,7919.680313,4.0,Large,17673.4999,other,14694.54796
21733,37,F,1.0,72,36089,0,0,Own,50021,9/1/2015,Tuesday,Local,0,0.0,98,Phone,1,8737.562375,10.0,Large,18988.99469,blue,14113.220619999998
21740,60,F,1.0,89,40933,1,1,Rent,80021,3/8/2015,Sunday,Parking Lot,0,0.0,0,Phone,0,5028.122754,7.0,Large,32350.18537,gray,15217.63436
21741,47,F,1.0,71,38509,1,1,Own,50046,2/3/2015,Tuesday,Local,0,1.0,74,Broker,1,2736.078985,2.0,Medium,20862.82031,red,23624.99481
21742,27,M,1.0,88,32940,1,0,Own,20160,5/16/2016,Monday,Local,0,0.0,91,Online,1,3211.16495,4.0,Compact,24589.21228,blue,17334.25766
21745,60,F,0.0,69,40932,1,1,Rent,80011,10/5/2015,Monday,Local,5,0.0,2,Phone,1,4910.0385909999995,4.0,Large,13883.21831,gray,23418.70259
21746,36,M,0.0,66,35842,0,0,Own,85076,11/9/2016,Wednesday,Local,0,0.0,34,Broker,1,3804.792245,4.0,Medium,12840.328959999999,black,12717.00611
21747,41,M,0.0,42,37132,0,0,Rent,80016,4/20/2016,Wednesday,Parking Lot,0,0.0,23,Broker,1,4621.279943,3.0,Compact,22780.77765,red,29434.512769999998
21749,41,F,1.0,32,37125,0,1,Own,20128,5/16/2015,Saturday,Local,0,1.0,36,Phone,0,2955.695457,5.0,Medium,25036.290380000002,gray,6355.19083
21758,31,F,0.0,79,34331,1,1,Rent,20134,6/19/2016,Sunday,Highway,0,1.0,100,Online,0,4115.467485,11.0,Medium,19253.35167,red,39078.879030000004
21760,27,F,0.0,72,32981,1,1,Rent,50027,2/4/2016,Thursday,Local,0,0.0,93,Phone,0,6729.9109260000005,6.0,Large,17476.694880000003,black,11056.573040000001
21762,42,F,0.0,51,37385,1,1,Own,20103,5/1/2016,Sunday,Local,0,1.0,64,Broker,0,6905.646904000001,5.0,Large,9763.810581,blue,9698.931858
21766,28,F,1.0,72,33314,1,0,Rent,15051,9/20/2016,Tuesday,Parking Lot,0,1.0,32,Online,1,6273.5394719999995,8.0,Compact,33369.907,blue,32061.78933
21771,38,M,1.0,8,36381,1,0,Own,50054,12/24/2016,Saturday,Local,0,0.0,95,Broker,0,4678.157528,2.0,Medium,13678.82022,silver,22988.37038
21772,46,F,1.0,78,38281,1,0,Own,20105,4/18/2015,Saturday,Local,0,0.0,9,Phone,0,5378.075336,4.0,Compact,59046.9688,red,30934.76223
21777,37,M,1.0,55,36105,0,1,Own,15052,11/23/2015,Monday,Local,0,0.0,1,Broker,1,3034.027624,2.0,Medium,16857.84906,white,18047.63346
21779,37,F,1.0,95,36111,1,1,Own,80044,5/25/2016,Wednesday,Highway,0,0.0,2,Phone,1,3284.960494,6.0,Compact,20848.926190000002,black,24321.24732
21780,34,M,1.0,69,35264,0,1,Own,85083,7/4/2015,Saturday,Parking Lot,0,0.0,19,Phone,1,2208.412537,12.0,Compact,58993.58036,white,48239.28921
21781,22,F,1.0,78,30905,1,0,Rent,80015,11/23/2015,Monday,Local,0,0.0,38,Online,1,6015.916034000001,6.0,Large,17228.318519999997,black,9992.784681000001
21785,64,F,1.0,81,41587,1,1,Rent,50039,12/2/2015,Wednesday,Local,0,0.0,83,Broker,0,7818.403616,6.0,Large,54855.22296,silver,23226.44801
21790,50,F,1.0,79,39123,1,0,Own,80024,5/9/2016,Monday,Parking Lot,1,0.0,5,Broker,1,4200.278638000001,3.0,Large,27391.82665,gray,6238.532442000001
21791,28,M,0.0,95,33309,1,1,Rent,80021,6/16/2016,Thursday,Local,0,1.0,96,Online,1,5478.844483,9.0,Medium,26733.81244,other,13468.595430000001
21792,34,M,1.0,97,35272,1,0,Rent,80024,6/13/2016,Monday,Local,0,0.0,51,Broker,1,4603.937747,8.0,Large,20463.100769999997,silver,39818.40215
21794,24,F,1.0,77,31776,0,0,Rent,80017,4/13/2015,Monday,Local,1,1.0,75,Phone,1,9028.523681,5.0,Large,24550.11295,blue,24762.19193
21796,54,M,1.0,97,39880,0,1,Rent,50050,6/12/2015,Friday,Local,0,0.0,18,Online,1,3232.699091,2.0,Compact,9926.586723999999,black,25632.20915
21797,24,M,1.0,62,31759,1,1,Rent,15044,7/26/2016,Tuesday,Local,0,1.0,77,Online,1,7687.0556480000005,5.0,Compact,25629.4291,black,9389.639726000001
21799,36,F,1.0,15,35836,1,1,Rent,15019,11/13/2016,Sunday,Highway,1,0.0,8,Broker,1,5634.928773,4.0,Compact,17451.66618,silver,35270.37155
21801,63,M,1.0,94,41439,1,1,Own,50055,9/10/2015,Thursday,Local,1,0.0,35,Phone,0,4226.146455,3.0,Large,15695.452319999999,silver,49695.20541
21802,34,F,0.0,58,35262,1,0,Own,50027,2/27/2016,Saturday,Local,0,0.0,15,Broker,0,4498.480692,3.0,Large,27093.42491,black,27669.13675
21805,64,M,0.0,71,41578,1,0,Own,85015,1/24/2015,Saturday,Local,2,1.0,7,Phone,1,2835.664625,2.0,Medium,14628.18635,blue,17365.88736
21806,34,M,1.0,39,35268,1,0,Rent,50025,9/14/2016,Wednesday,Parking Lot,1,0.0,41,Broker,0,8435.487845,5.0,Medium,8216.711487,gray,32837.74175
21807,49,F,1.0,77,38913,0,1,Rent,0,5/26/2015,Tuesday,Local,0,0.0,50,Broker,0,7377.243565999999,9.0,Compact,5698.5849100000005,black,12129.31143
21808,27,M,1.0,87,32947,0,1,Own,20128,7/12/2015,Sunday,Highway,0,0.0,94,Online,0,4304.876567,10.0,Compact,16014.26765,white,24217.03056
